Name,Display Name,Type,Description,Preferred Location,Retiring,Retiring Date
WPC4041,Large Silver Butterfly Window Plate,Inventory Item,Large Silver Butterfly Window Plate,Main Warehouse,Yes,31/12/2017
WPD4041,Large Silver Breast Cancer Awareness Hope Window Plate,Inventory Item,Large Silver Breast Cancer Awareness Hope Window Plate,Main Warehouse,No,
WPD4042,Large Silver My Family with Heart Window Plate,Inventory Item,Large Silver My Family with Heart Window Plate,Main Warehouse,No,
WPD4043,Large Silver Family Window Plate,Inventory Item,Large Silver Family Window Plate,Main Warehouse,No,
WPT4000,Silver Teardrop Tree of Life Window Plate,Inventory Item,Silver Teardrop Tree of Life Window Plate,,No,
WPT4001,Gold Teardrop Tree of Life Window Plate,Inventory Item,Gold Teardrop Tree of Life Window Plate,Main Warehouse,No,
WPT4002,Rose Gold Teardrop Tree of Life Window Plate,Inventory Item,Rose Gold Teardrop Tree of Life Window Plate,Main Warehouse,No,
YHTC1200,"Education: 12.5657 N, 104.9910 E",Inventory Item,"Education: 12.5657 N, 104.9910 E",Main Warehouse,No,
YHTC1201,"Sanitation: 20.5937 N, 78.9629 E",Inventory Item,"Sanitation: 20.5937 N, 78.9629 E",Main Warehouse,No,
YHTC1202,"Micro Loans: 2.8780 N, 32.7181 E",Inventory Item,"Micro Loans: 2.8780 N, 32.7181 E",Main Warehouse,No,
